NO	기업명	기업코드	ESG등급	지배구조	사회	환경	평가년도	비고
1153	동원F&B	49770	B이하	B	B이하	B이하	2012	
1152	동원금속	18500	B이하	C	B이하	B이하	2012	
1151	동원산업	6040	B이하	B	B이하	B이하	2012	
1150	동원수산	30720	B이하	B	B이하	B이하	2012	
1149	동원시스템즈	14820	B이하	C	B이하	B이하	2012	
1148	동일방직	1530	B이하	B	B이하	B이하	2012	
1147	동일산업	4890		B		B+	2012	
1146	동일제지	19300	B이하	B	B이하	B이하	2012	
1145	동화약품	20	B이하	B+	B이하	B이하	2012	
1144	두산	150	A+	A+	A+	A+	2012	
1143	두산건설	11160	B+	B+	A	B+	2012	
1142	두산엔진	82740	B+	A	B+	B+	2012	
1141	두산인프라코어	42670	A+	A+	A+	A+	2012	
1140	두산중공업	34020	A	A	A+	A	2012	
1139	디씨엠	24090	B이하	B	B이하	B이하	2012	
1138	디아이	3160	B이하	C	B이하	B이하	2012	
1137	디아이씨	92200	B이하	B	B이하	B이하	2012	
1136	디와이	13570	B이하	B+	B이하	B이하	2012	
1135	디티알오토모티브	7340	B이하	C	B이하	B이하	2012	
1134	디피씨	26890	B이하	B	B이하	B이하	2012	
1133	락앤락	115390	B이하	B+	B이하	B이하	2012	
1132	로케트전기	420	B이하	C	B이하	B이하	2012	
1131	롯데관광개발	32350	B이하	B	B이하	B이하	2012	
1130	롯데미도파	4010	B+	B+	B+	B+	2012	
1129	롯데손해보험	400	B+	A	A	B이하	2012	
1128	롯데쇼핑	23530	A	A	A+	A	2012	
1127	롯데정밀화학	4000	B+	B+	B+	B+	2012	
1126	롯데지주	4990	A	B+	A	A	2012	
1125	롯데칠성음료	5300	B+	B	A	B+	2012	
1124	롯데케미칼	11170	A	B+	A+	A+	2012	
1123	롯데푸드	2270	B이하	C	B이하	B+	2012	
1122	롯데하이마트	71840	B이하	B+	B이하	B이하	2012	
1121	마니커	27740	B이하	C	B이하	B이하	2012	
1120	만호제강	1080	B이하	B	B이하	B이하	2012	
1119	메디플란트	15540	B이하	C	B이하	B이하	2012	
1118	메리츠종금증권	8560	B이하	B+	B이하	B이하	2012	
1117	메리츠화재	60	B+	A	B+	B이하	2012	
1116	명문제약	17180	B이하	B	B이하	B이하	2012	
1115	모나리자	12690	B이하	C	B이하	B이하	2012	
1114	모나미	5360	B이하	B	B이하	B이하	2012	
1113	모토닉	9680	B이하	B	B이하	B이하	2012	
1112	무림P&P	9580	B이하	B	B이하	B이하	2012	
1111	무림페이퍼	9200	B이하	B	B이하	B+	2012	
1110	무학	33920	B이하	B	B이하	B이하	2012	
1109	문배철강	8420	B이하	B	B이하	B이하	2012	
1108	미래산업	25560	B이하	B+	B이하	B이하	2012	
1107	미래아이앤지	7120	B이하	C	B이하	B이하	2012	
1106	미래에셋대우	6800	B+	B+	B+	B+	2012	
1105	미래에셋증권	37620	B이하	B+	B+	B이하	2012	
1104	미원상사	2840	B이하	B	B이하	B이하	2012	
1103	미원홀딩스	107590	B이하	B	B이하	B이하	2012	
1102	미창석유공업	3650	B이하	B	B이하	B이하	2012	
1101	방림	3610	B이하	B	B이하	B이하	2012	
1100	배명금속	11800	B이하	C	B이하	B이하	2012	
1099	백광산업	1340	B이하	B	B이하	B+	2012	
1098	백광소재	14580	B이하	C	B이하	B이하	2012	
1097	백산	35150	B이하	B	B이하	B이하	2012	
1096	벽산	7210	B이하	C	B이하	B+	2012	
1095	보락	2760	B이하	B	B이하	B+	2012	
1094	보령제약	3850	B이하	B	B이하	B이하	2012	
1093	보루네오가구	4740	B이하	B	B이하	B이하	2012	
1092	보해양조	890	B이하	C	B이하	B+	2012	
1091	부광약품	3000	B이하	B+	B이하	B이하	2012	
1090	부국증권	1270		B	B이하		2012	
1089	부국철강	26940	B이하	B	B이하	B이하	2012	
1088	부산도시가스	15350	B이하	B	B이하	B이하	2012	
1087	부산산업	11390	B이하	B	B이하	B이하	2012	
1086	부산주공	5030	B이하	B	B이하	B이하	2012	
1085	비상교육	100220		B	B이하		2012	
1084	빙그레	5180	B이하	B	B+	B이하	2012	
1083	사조대림	3960	B이하	B	B이하	B이하	2012	
1082	사조동아원	8040	B이하	C	B이하	B이하	2012	
1081	사조산업	7160	B이하	C	B이하	B이하	2012	
1080	사조오양	6090	B이하	B	B이하	B이하	2012	
1079	사조해표	79660	B이하	B	B이하	B이하	2012	
1078	삼광글라스	5090	B이하	B	B이하	B이하	2012	
1077	삼부토건	1470	B이하	C	B이하	B이하	2012	
1076	삼성SDI	6400	A	B+	A	A+	2012	
1075	삼성공조	6660	B이하	B	B이하	B이하	2012	
1074	삼성물산	830	A	B+	A	A	2012	
1073	삼성생명	32830	B이하	B+	B이하	B이하	2012	
1072	삼성엔지니어링	28050	B+	B+	B+	B이하	2012	
1071	삼성전기	9150	A+	A	A+	A+	2012	
1070	삼성전자	5930	A	A	A	A	2012	
1069	삼성제약	1360		B		B이하	2012	
1068	삼성중공업	10140	B+	B	A+	B+	2012	
1067	삼성증권	16360	A	A	A+	B+	2012	
1066	삼성출판사	68290		B	B이하		2012	
1065	삼성카드	29780	B이하	B+	B+	B이하	2012	
1064	삼성화재해상보험	810	A	A	A	B+	2012	
1063	삼아알미늄	6110	B이하	B	B이하	B이하	2012	
1062	삼양사	145990	B이하	B	B+	B이하	2012	
1061	삼양식품	3230	B이하	C	B이하	B이하	2012	
1060	삼양엔텍	8720	B이하	C	B이하	B이하	2012	
1059	삼양제넥스	3940	B+	B	B+	B+	2012	
1058	삼양통상	2170	B이하	B	B이하	B이하	2012	
1057	삼양홀딩스	70	B이하	B	B이하	B+	2012	
1056	삼영무역	2810	B이하	B	B이하	B이하	2012	
1055	삼영전자공업	5680	B+	B	B+	B+	2012	
1054	삼영화학공업	3720	B이하	B	B이하	B이하	2012	
1053	삼원강재	23000	B이하	C	B이하	B이하	2012	
1052	삼익THK	4380	B이하	B	B이하	B이하	2012	
1051	삼익악기	2450	B이하	B	B이하	B이하	2012	
1050	삼일제약	520	B이하	B	B이하	B이하	2012	
1049	삼정펄프	9770	B이하	B	B이하	B이하	2012	
1048	삼진제약	5500	B이하	B	B이하	B이하	2012	
1047	삼천리	4690	B+	B+	B+	B이하	2012	
1046	삼호	1880	B이하	B	B+	B이하	2012	
1045	삼호개발	10960	B이하	B	B이하	B이하	2012	
1044	삼화왕관	4450	B이하	C	B이하	B이하	2012	
1043	삼화전기	9470	B이하	C	B이하	B이하	2012	
1042	삼화전자공업	11230	B이하	C	B이하	B이하	2012	
1041	삼화콘덴서공업	1820	B이하	B	B이하	B이하	2012	
1040	삼화페인트공업	390	B+	B+	B+	B+	2012	
1039	삼환기업	360	B이하	B	B이하	B이하	2012	
1038	상신브레이크	41650	B이하	B	B이하	B이하	2012	
1037	새론오토모티브	75180	B이하	B	B이하	B+	2012	
1036	샘표	7540	B이하	B	B이하	B+	2012	
1035	서연	7860	B이하	B	B이하	B이하	2012	
1034	서울도시가스	17390	B이하	B+	B이하	B이하	2012	
1033	서울식품공업	4410	B이하	B	B이하	B이하	2012	
1032	서원	21050	B이하	B	B이하	B이하	2012	
1031	서흥	8490	B이하	B	B이하	B이하	2012	
1030	선도전기	7610	B이하	C	B이하	B이하	2012	
1029	선진지주	14300	B이하	C	B이하	B이하	2012	
1028	선창산업	2820	B이하	B	B이하	B이하	2012	
1027	성문전자	14910	B이하	C	B이하	B이하	2012	
1026	성보화학	3080	B이하	B	B이하	B이하	2012	
1025	성신양회	4980	B이하	B	B이하	B+	2012	
1024	성안	11300	B이하	C	B이하	B이하	2012	
1023	성지건설	5980	B이하	C	B이하	B이하	2012	
1022	성창기업지주	180	B이하	B	B이하	B이하	2012	
1021	세기상사	2420		C	B이하		2012	
1020	세방	4360	B이하	B	B이하	B이하	2012	
1019	세방전지	4490	B+	B+	B+	B+	2012	
1018	세아베스틸	1430	B이하	B	B이하	B+	2012	
1017	세아제강	3030	B이하	B	B이하	B+	2012	
1016	세아특수강	19440	B이하	B	B이하	B이하	2012	
1015	세아홀딩스	58650	B이하	B	B이하	B이하	2012	
1014	세우글로벌	13000	B이하	C	B이하	B이하	2012	
1013	세원셀론텍	91090	B이하	C	B이하	B이하	2012	
1012	세원정공	21820	B이하	B	B이하	B이하	2012	
1011	세이브존I&C	67830	B이하	B	B이하	B이하	2012	
1010	세종공업	33530	B이하	B	B이하	B+	2012	
1009	세하	27970	B이하	B	B이하	B이하	2012	
1008	송원산업	4430	B이하	B	B이하	B+	2012	
1007	수산중공업	17550	B이하	C	B이하	B이하	2012	
1006	신대양제지	16590	B이하	C	B이하	B이하	2012	
1005	신도리코	29530	B이하	B	B이하	B+	2012	
1004	신라교역	4970	B이하	B	B이하	B이하	2012	
1003	신성에프에이	104120	B이하	C	B이하	B이하	2012	
1002	신성이엔지	11930	B이하	C	B이하	B이하	2012	
1001	신성이엔지	104110	B이하	C	B이하	B이하	2012	
1000	신성통상	5390	B이하	C	B이하	B이하	2012	
999	신세계	4170	B+	B+	B+	B이하	2012	
998	신세계I&C	35510	B이하	C	B+	B이하	2012	
997	신세계건설	34300	B이하	C	B이하	B이하	2012	
996	신세계인터내셔날	31430	B이하	B	B이하	B이하	2012	
995	신세계푸드	31440	B이하	C	B+	B이하	2012	
994	신영와코루	5800	B이하	B	B이하	B이하	2012	
993	신영증권	1720		B+	B이하		2012	
992	신원	9270	B이하	B	B이하	B이하	2012	
991	신일건업	14350	B이하	B	B이하	B이하	2012	
990	신일산업	2700	B이하	B	B이하	B이하	2012	
989	신풍제약	19170	B이하	C	B이하	B이하	2012	
988	신풍제지	2870	B이하	B	B이하	B+	2012	
987	신한	5450	B이하	C	B이하	B이하	2012	
986	신한지주	55550	A	A+	A	B+	2012	
985	신화실업	1770	B이하	C	B이하	B이하	2012	
984	신흥	4080	B이하	B	B이하	B이하	2012	
983	쌍방울	102280	B이하	C	B이하	B이하	2012	
982	쌍용양회공업	3410	B이하	C	B이하	B+	2012	
981	쌍용자동차	3620	B이하	B	B이하	B+	2012	
980	써니전자	4770	B이하	C	B이하	B이하	2012	
979	씨아이테크	4920		C	B이하		2012	
978	아남전자	8700	B이하	C	B이하	B이하	2012	
977	아모레퍼시픽	90430	A	B+	A+	A	2012	
976	아모레퍼시픽그룹	2790	B이하	B	B+	B이하	2012	
975	아비스타	90370	B이하	B	B이하	B이하	2012	
974	아세아	2030	B+	B	B+	B+	2012	
973	아세아제지	2310	B이하	C	B이하	B이하	2012	
972	아세아페이퍼텍	9380	B이하	B	B이하	B이하	2012	
971	아시아나항공	20560	B+	B	B+	A	2012	
970	아이마켓코리아	122900	B이하	B	B이하	B이하	2012	
969	아이에스동서	10780	B이하	C	B이하	B이하	2012	
968	아이에이치큐	3560		C	B이하		2012	
967	아주캐피탈	33660	B이하	B	B이하	B이하	2012	
966	아티스	101140	B이하	C	B이하	B이하	2012	
965	알루코	1780	B이하	C	B이하	B이하	2012	
964	알보젠코리아	2250	B이하	B	B이하	B이하	2012	
963	알앤엘바이오	3190			B이하	B이하	2012	
962	에넥스	11090	B이하	B	B이하	B이하	2012	
961	에스엘	5850	B이하	B	B+	B이하	2012	
960	에스원	12750	B이하	B	B+	B이하	2012	
959	에스제이엠	123700	B이하	B	B이하	B이하	2012	
958	에스제이엠홀딩스	25530	B이하	B	B이하	B이하	2012	
957	에쓰씨엔지니어링	23960	B이하	C	B이하	B이하	2012	
956	에이블씨엔씨	78520	B이하	B	B이하	B이하	2012	
955	에이엔피	15260	B이하	C	B이하	B이하	2012	
954	에이프로젠KIC	7460	B이하	C	B이하	B이하	2012	
953	에이프로젠제약	3060		C		B이하	2012	
952	엔씨소프트	36570	B+	A	B이하	B이하	2012	
951	엔케이	85310	B이하	B	B이하	B이하	2012	
950	엔케이물산	9810	B이하	C	B이하	B이하	2012	
949	엔피씨	4250	B이하	C	B이하	B이하	2012	
948	영보화학	14440	B이하	C	B이하	B이하	2012	
947	영원무역	111770	B이하	B	B이하	B이하	2012	
946	영원무역홀딩스	9970	B이하	B	B이하	B이하	2012	
945	영진약품	3520	B이하	B	B이하	B이하	2012	
944	영풍	670	B이하	C	B이하	B+	2012	
943	영풍제지	6740	B이하	B	B이하	B이하	2012	
942	영화금속	12280	B이하	C	B이하	B이하	2012	
941	영흥철강	12160	B이하	B	B이하	B이하	2012	
940	예스코	15360	B이하	B+	B+	B이하	2012	
939	오뚜기	7310	B이하	C	B이하	B+	2012	
938	오리엔트바이오	2630	B이하	C	B이하	B이하	2012	
937	오리온홀딩스	1800	B이하	B	B이하	B이하	2012	
936	와이비로드	10600	B이하	C	B이하	B이하	2012	
935	우리금융지주	53000	A	A+	A	B이하	2012	
934	우리들제약	4720	B이하	C	B이하	B이하	2012	
933	우리들휴브레인	118000	B이하	C	B이하	B이하	2012	
932	우리종금	10050		B+	B이하		2012	
931	우성사료	6980	B이하	B	B이하	B이하	2012	
930	우신시스템	17370	B이하	B	B이하	B이하	2012	
929	우진	105840	B이하	B	B이하	B이하	2012	
928	우진플라임	49800	B이하	B	B이하	B이하	2012	
927	웅진	16880	B이하	C	B이하	B이하	2012	
926	웅진씽크빅	95720	B+	B	B+	B+	2012	
925	웅진에너지	103130	B이하	B	B이하	B+	2012	
924	원림	5820	B이하	B	B이하	B이하	2012	
923	윌비스	8600	B이하	B	B이하	B이하	2012	
922	유나이티드	33270	B이하	B	B이하	B이하	2012	
921	유니드	14830	B이하	B	B이하	B+	2012	
920	유니온	910	B이하	B	B이하	B이하	2012	
919	유니온머티리얼	47400	B이하	B	B이하	B이하	2012	
918	유니온스틸	3640	B이하	B	B이하	B+	2012	
917	유니켐	11330	B이하	C	B이하	B이하	2012	
916	유니퀘스트	77500	B이하	B	B이하	B이하	2012	
915	유성기업	2920	B이하	C	B이하	B+	2012	
914	유수홀딩스	700	B+	B+	B+	B+	2012	
913	유안타증권	3470	B이하	B	B이하	B이하	2012	
912	유양디앤유	11690	B이하	B	B이하	B이하	2012	
911	유엔젤	72130		B	B이하		2012	
910	유유제약	220	B이하	B	B이하	B이하	2012	
909	유진증권	1200		B+	B이하		2012	
908	유한양행	100	B+	B+	B이하	B+	2012	
907	유화증권	3460		B	B이하		2012	
906	율촌화학	8730	B이하	B	B이하	B이하	2012	
905	이건산업	8250	B이하	C	B이하	B이하	2012	
904	이구산업	25820	B이하	B	B이하	B이하	2012	
903	이마트	139480	B이하	B+	B+	B이하	2012	
902	이수페타시스	7660	B이하	C	B이하	B이하	2012	
901	이수화학	5950	B이하	B	B이하	B+	2012	
900	이스타코	15020		C	B이하		2012	
899	이아이디	93230	B이하	B	B이하	B이하	2012	
898	이연제약	102460	B이하	B	B이하	B이하	2012	
897	이월드	84680	B이하	C	B이하	B이하	2012	
896	이화산업	760	B이하	C	B이하	B이하	2012	
895	인디에프	14990	B이하	C	B이하	B이하	2012	
894	인스코비	6490			B이하	B이하	2012	
893	인지컨트롤스	23800	B이하	C	B이하	B이하	2012	
892	인천도시가스	34590	B이하	B	B이하	B이하	2012	
891	인팩	23810	B이하	B	B이하	B이하	2012	
890	일동홀딩스	230	B이하	B	B이하	B이하	2012	
889	일성건설	13360	B이하	B	B이하	B이하	2012	
888	일성신약	3120	B이하	B	B이하	B이하	2012	
887	일신방직	3200	B이하	B	B이하	B이하	2012	
886	일신석재	7110	B이하	C	B이하	B이하	2012	
885	일양약품	7570	B이하	B	B이하	B이하	2012	
884	일정실업	8500	B이하	C	B이하	B이하	2012	
883	일진다이아	81000	B이하	B	B이하	B이하	2012	
882	일진디스플	20760	B이하	C	B이하	B이하	2012	
881	일진머티리얼즈	20150	B이하	B	B이하	B이하	2012	
880	일진전기	103590	B+	B	B+	B+	2012	
879	일진홀딩스	15860	B이하	C	B이하	B이하	2012	
878	자화전자	33240	B이하	B	B이하	B이하	2012	
877	전방	950	B이하	B	B이하	B이하	2012	
876	제이에스전선	5560	B이하	B	B이하	B이하	2012	
875	제이준코스메틱	25620	B이하	B	B이하	B이하	2012	
874	제일기획	30000	B이하	B	B이하	B이하	2012	
873	제일모직	1300	A	A	A	A	2012	
872	제일연마	1560	B이하	C	B이하	B이하	2012	
871	제일파마홀딩스	2620	B이하	B	B이하	B이하	2012	
870	조광페인트	4910	B이하	B	B이하	B+	2012	
869	조광피혁	4700	B이하	B+	B이하	B이하	2012	
868	조비	1550	B이하	C	B이하	B이하	2012	
867	조선내화	480	B이하	B	B이하	B이하	2012	
866	조선선재	120030	B이하	C	B이하	B이하	2012	
865	조일알미늄	18470	B이하	B	B이하	B+	2012	
864	조흥	2600	B이하	B	B이하	B+	2012	
863	종근당바이오	63160	B이하	C	B이하	B이하	2012	
862	종근당홀딩스	1630	B이하	B	B이하	B이하	2012	
861	주연테크	44380	B이하	B	B이하	B이하	2012	
860	중앙건설	15110	B이하	B	B이하	B이하	2012	
859	지역난방공사	71320	B+	B+	B+	B+	2012	
858	지코	10580	B이하	B	B이하	B이하	2012	
857	지투알	35000		B	B이하		2012	
856	진도	88790	B이하	C	B이하	B이하	2012	
855	진양산업	3780	B이하	B	B이하	B이하	2012	
854	진양폴리우레탄	10640	B이하	B	B이하	B이하	2012	
853	진양홀딩스	100250	B이하	B	B이하	B이하	2012	
852	진양화학	51630	B이하	B	B이하	B이하	2012	
851	진원생명과학	11000	B이하	C	B이하	B이하	2012	
850	진흥기업	2780			B이하	B이하	2012	
849	진흥저축은행	7200		B	B이하		2012	
848	참엔지니어링	9310	B이하	C	B이하	B이하	2012	
847	천일고속	650	B이하	C	B이하	B이하	2012	
846	청호컴넷	12600	B이하	B	B이하	B이하	2012	
845	체시스	33250	B이하	C	B이하	B이하	2012	
844	카프로	6380	B이하	B	B이하	B+	2012	
843	케이비물산	8540	B이하	C	B이하	B이하	2012	
842	케이씨	29460	B이하	B	B+	B이하	2012	
841	케이씨씨	2380	B+	B+	B이하	B+	2012	
840	케이씨티시	9070	B이하	B	B이하	B이하	2012	
839	케이티	30200	A	A+	A	A	2012	
838	케이티스	58860		B	B이하		2012	
837	케이티스카이라이프	53210	B이하	B+	B+	B이하	2012	
836	케이티앤지	33780	A	A+	A+	B+	2012	
835	케이피케미칼	64420	A	B+	A	A	2012	
834	코리아써키트	7810	B이하	C	B이하	B이하	2012	
833	코리안리	3690	B이하	B+	B이하	B이하	2012	
832	코스맥스비티아이	44820	B이하	B	B이하	B이하	2012	
831	코스모신소재	5070	B이하	B	B이하	B이하	2012	
830	코스모화학	5420	B이하	B	B이하	B+	2012	
829	코아스	71950	B이하	C	B이하	B이하	2012	
828	코오롱	2020	B이하	B	B+	B이하	2012	
827	코오롱글로벌	3070	B이하	B	B이하	B이하	2012	
826	코오롱인더	120110	B이하	B+	B이하	B이하	2012	
825	코오롱플라스틱	138490	B이하	B	B이하	B이하	2012	
824	코원에너지서비스	26870	B이하	B	B이하	B이하	2012	
823	코웨이	21240	B+	B	A	A	2012	
822	콤텍시스템	31820		B	B이하		2012	
821	크라운해태홀딩스	5740	B이하	C	B이하	B이하	2012	
820	키움증권	39490		B+	B이하		2012	
819	키위미디어그룹	12170	B이하	C	B이하	B이하	2012	
818	태경산업	15890	B이하	C	B이하	B이하	2012	
817	태경화학	6890	B이하	C	B이하	B이하	2012	
816	태광산업	3240	B이하	C	B이하	B이하	2012	
815	태림포장	11280	B이하	C	B이하	B이하	2012	
814	태양금속공업	4100	B이하	B	B이하	B이하	2012	
813	태영건설	9410	B이하	B	B이하	B이하	2012	
812	태원물산	1420	B이하	B	B이하	B이하	2012	
811	태평양물산	7980	B이하	B	B이하	B이하	2012	
810	태평양제약	16570	B이하	B	B이하	B+	2012	
809	텔코웨어	78000		B	B이하		2012	
808	티비에이치글로벌	84870	B이하	B	B이하	B이하	2012	
807	티에이치엔	19180	B이하	B	B이하	B이하	2012	
806	티웨이홀딩스	4870			B이하	B이하	2012	
805	티이씨코	8900		C	B이하		2012	
804	파미셀	5690	B이하	B	B이하	B이하	2012	
803	파브코	101990	B이하	B	B이하	B이하	2012	
802	팜스코	36580	B이하	C	B이하	B이하	2012	
801	팬오션	28670	B+	B+	B이하	B+	2012	
800	퍼스텍	10820	B이하	B	B이하	B이하	2012	
799	퍼시스	16800	B이하	B	B이하	B이하	2012	
798	페이퍼코리아	1020	B이하	C	B이하	B이하	2012	
797	평화산업	90080	B이하	B	B이하	B이하	2012	
796	평화홀딩스	10770		B	B이하		2012	
795	포스코	5490	A+	A+	A+	A+	2012	
794	포스코강판	58430	B+	B	B+	B+	2012	
